Question,Answer
"6. The option that executes all SQL statements in a SQL script irrespective of the number of errors is _______________
a) –run
b) –ensure
c) –force
d) –violent
View Answer","Answer: c
Explanation: If SQL queries in a file are run using mysql in batch mode, mysql either quits after the first error. If the –force option is specified all the queries are executed indiscriminately."
"7. The clause that is used to display information that matches a given pattern is _____________
a) WHERE
b) IS
c) SAME
d) LIKE
View Answer","Answer: d
Explanation: The ‘LIKE’ clause filters information that matches a given pattern. ‘WHERE’ clause selects information that is specified by a condition. ‘IS’ is used to match the exact condition specified."
"8. The header that should be included first is ________________
a) my_global.h
b) my_sys.h
c) mysql.h
d) my_local.h
View Answer","Answer: a
Explanation: The file ‘my_global.h’ takes care of including several other header files that are likely to be generally useful, like ‘stdio.h’. It also includes Windows compatibility information."
"9. What does mysql_init() return?
a) integer
b) float
c) structure
d) pointer to a structure
View Answer","Answer: d
Explanation: When NULL is passed to mysql_init() it automatically allocates an MYSQL structure, initializes it, and returns a pointer to it. The MYSQL data type is a structure containing information about a connection."
"1. The statement that constructs a branching flow-control construct is _____________
a) BEGIN…END
b) CASE
c) ITERATE
d) LEAVE
View Answer","Answer: b
Explanation: The ‘CASE’ statement provides a branching flow-control construct. When the initial expression, ‘expr’, is present, CASE compares it to the expression following each ‘WHEN’."
"2. Which statement terminates the execution of a function?
a) BEGIN…END
b) RETURN
c) ITERATE
d) LOOP
View Answer","Answer: b
Explanation: The ‘RETURN’ statement is used only within stored functions, not stored procedures, triggers, or events. When this statement is executed it terminates execution of the function."
"3. Association between one or more MyISAM tables and the named key cache is set by _____________
a) BEGIN
b) CACHE INDEX
c) ALTER DATABASE
d) ALTER EVENT
View Answer","Answer: b
Explanation: ‘CACHE INDEX’ sets up an association between one or more MyISAM tables and the named key cache which must already exist. The INDEX privilege is needed for each table named in the statement."
"4. Which statement exits a labeled flow-control construct?
a) DESCRIBE
b) LEAVE
c) LOOP
d) RETURN
View Answer","Answer: b
Explanation: The ‘LEAVE’ statement is used to exit a labeled flow-control construct. This statement must appear within the construct that has the given label. The syntax of the statement is ‘LEAVE label’."
"5. What is the exec_stmt_ssl written in?
a) C++
b) C
c) Python
d) Perl
View Answer","Answer: b
Explanation: In MySQL, the ‘sampdb’ distribution contains a source file named ‘exec_stmt_ssl.c’ from which the client program ‘exec_stmt_ssl’ can be built. There is a procedure to build this file."
"6. What does ‘mysql_query()’ return on failure?
a) 0
b) 1
c) -1
d) a non-zero value
View Answer","Answer: d
Explanation: Both of the functions named ‘mysql_query()’ and ‘mysql_real_query()’ return zero for statements that succeed. They return non zero for failure. A statement is successfully executed if the server accepts it."
"7. When linking to a static MySQL C client library, the client library and the client application can use different compiler options.
a) True
b) False
View Answer","Answer: b
Explanation: Generally, when linking to a static MySQL C client library, the client library and the client application must use the same compiler option when it is required to link the C runtime."
"8. What can be used in place of MYSQL_SERVER_VERSION?
a) LIBMYSQL_VERSION
b) LIBMYSQL_VERSION_ID
c) MYSQL_VERSION_ID
d) MYSQL_ID
View Answer","Answer: a
Explanation: The macros ‘LIBMYSQL_VERSION’ and ‘LIBMYSQL_VERSION_ID’ have the same values as ‘MYSQL_SERVER_VERSION’ and ‘MYSQL_VERSION_ID’ and the two sets of macros can be used in place of each other."
"9. What can be used interchangeably with MYSQL_VERSION_ID?
a) LIBMYSQL_VERSION
b) LIBMYSQL_VERSION_ID
c) MYSQL_VERSION_ID
d) MYSQL_ID
View Answer","Answer: b
Explanation: The ‘LIBMYSQL_VERSION’ and ‘LIBMYSQL_VERSION_ID’ macros have the same values as ‘MYSQL_SERVER_VERSION’ and ‘MYSQL_VERSION_ID’ and the two sets of macros can be used interchangeably."
"1. Which of these is not a comment specifying construct?
a) #
b) /* */
c) —
d) !#
View Answer","Answer: d
Explanation: The MySQL server understands three types of comments. The single line ‘#’ construct, the multiline /*…*/ construct and the — comment construct. MySQL conforms to the comment standards of SQL."
"2. The MySQL double dashed comment style is the same as the SQL standard.
a) True
b) False
View Answer","Answer: b
Explanation: The MySQL double-dash (–) comment style is different from the comment style of standard SQL, which begins with just two dashes. It does not require the space before any following text."
"3. What sets the association between one or more MyISAM tables and the named key cache?
a) BEGIN
b) CACHE INDEX
c) ALTER DATABASE
d) ALTER EVENT
View Answer","Answer: b
Explanation: ‘CACHE INDEX’ sets up an association between one or more MyISAM tables and the named key cache which must already exist. The INDEX privilege is needed for each table named in the statement."
"4. The statement that exits a labeled flow-control construct is _____________
a) DESCRIBE
b) LEAVE
c) LOOP
d) RETURN
View Answer","Answer: b
Explanation: The ‘LEAVE’ statement is used to exit a labeled flow-control construct. This statement must appear within the construct that has the given label. The syntax of the statement is ‘LEAVE label’."
"5. Input handling can be customized with MySQL.
a) True
b) False
View Answer","Answer: b
Explanation: With mysql, raw SQL statements can be entered. With MySQL programs input methods can be provided for the user that is more intuitive and easier to be used. So input handling is customized."
"6. The option that executes all SQL statements in a SQL script irrespective of the number of errors is _____________
a) –force
b) –run
c) –ensure
d) –violent
View Answer","Answer: a
Explanation: If SQL queries in a file are run using mysql in batch mode, mysql either quits after the first error. If the –force option is specified all the queries are executed indiscriminately."
"7. The option that is necessary to compile a C program having math functions is _____________
a) -lm
b) -ln
c) -lp
d) -lq
View Answer","Answer: a
Explanation: To compile a program written in the C language, it is compiled by issuing the option ‘-lm’. The examples of some math functions found in ‘math.h’ are floor(), sqrt(), pow(), log()."
"8. Which option is used for specifying the executable name while compiling with gcc?
a) -e
b) -o
c) -a
d) -b
View Answer","Answer: b
Explanation: When a C program is compiled with gcc, the option -o is issued in order to specify the name of the executable that is created after compilation. The default name given is ‘a.out’."
"9. The file that can be used to execute multiple compile statements is _________________
a) makefile
b) dofile
c) putfile
d) pushfile
View Answer","Answer: a
Explanation: The Makefile is used to write multiple commands in there. The file is executed by prefixing the command ‘make’ with the command to run the file script containing the statements."
"1. What is the meaning of “SELECT” clause in Mysql?
a) Show me all Columns and rows
b) Show me all columns
c) Show me all rows
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"2. Which of the following clause is evaluated in the last by database server?
a) SELECT
b) WHERE
c) FROM
d) None of the mentioned
View Answer","Answer: a
Explanation: “SELECT” clause is used to show all rows or columns therefore it evaluated at last."
"3. What will be the output of the following SQL statement?a) Show all rows and columns of table “person”
b) Show all rows of table “person”
c) Show all columns of table “person”
d) None of the mentioned
View Answer","Answer:a
Explanation: “SELECT” clause is used to show all rows or columns."
"4. What will be the output of of the following SQL statement?a) Show only columns (person_id, Fname, lname) and rows related to these columns
b) Show only columns (person_id, Fname, lname)
c) Show all rows
d) Show all columns except (person_id, Fname, lname)
View Answer","Answer: a
Explanation: “SELECT” clause is used to show all rows and columns that are mention with the   query."
"5. Can “SELECT” clause be used without the clause “FROM”?
a) YES
b) NO
c) DEPENDS
d) None of the mentioned
View Answer","Answer: b
Explanation: “SELECT” clause is used to show rows and columns of a particular table and clause “from” is used to denote a  table name."
"6. Find the error in the following SQL statement?a) No Error
b) No table mentioned
c) Depends
d) None of the mentioned
View Answer","Answer: b
Explanation: “SELECT” clause cannot be used without clause “FROM”."
"7. What will be the output of the following SQL statement?a) Show all columns but only those rows which belongs to person_id=1
b) Show all columns and rows
c) Shows only columns person_id
d) None of the mentioned
View Answer","Answer: a
Explanation: Clause “WHERE” is also used, which tells the compiler to show only that rows which belong to person_id=1."
"8. What will be the output of the following SQL statement?a) Show only columns(person_id, fname, lname) but only those rows which belongs to person_id=1
b) Show all columns and rows
c) Shows only columns person_id
d) None of the mentioned
View Answer","Answer: a
Explanation:  Clause “WHERE” is also used, which tells the compiler to show only that rows which are belong to person_id=1."
"9. Which clause is mandatory with clause “SELECT” in Mysql?
a) FROM
b) WHERE
c) Both FROM and WHERE
d) None of the mentioned
View Answer","Answer: a
Explanation: “SELECT” clause cannot be used without clause “FROM”."
"1. Which among the following can also be included with “SELECT” clause while writing query in Mysql?
a) Literals
b) Expressions
c) User defined functions
d) All of the mentioned
View Answer","Answer: d
Explanation:  “SELECT clause” can also include Literals like ‘ACTIVE’, Expressions like emp_id*314, Built_in functions like UPPER ()."
"2. Is there any error in executing the following MySQL command?a) Yes
b) NO
c) Depends on condition
d) None of the mentioned
View Answer","Answer: b
Explanation:  “SELECT clause” includes the following:  Literals like ‘ACTIVE’, Expressions like emp_id*314, Built_in functions like UPPER ()."
"3. Is there any error in executing the following MySQL command?a) Yes, “FROM” is not used
b) No
c) Depends
d) None of the mentioned
View Answer","Answer: b
Explanation:  Clause “FROM” is not necessary when we used “Built in” function with “SELECT” clause."
"4. What is the need of “column Aliases” in “SELECT” clause?
a) To assign a new label to the column in result set
b) To overwrite the existing column name in result set
c) To modify the column name while using literals, Expression, built_in functions with “SELECT clause
d) All of the mentioned
View Answer","Answer: d
Explanation:  “Column Aliases” are used to assign a new label to the columns in the result set without actually changing the column name."
"5. What will be the result of the following MySQL command?a) emp_id, ACTIVE, emp_id * 314, UPPER(lname)
b) emp_id, Status, emp_pi, last_name
c) Error
d) None of the mentioned
View Answer","Answer: b
Explanation: Status, emp_pi, last_name are “column aliases”."
"6.  What will be the result of the following MySQL command?a) emp_id, ACTIVE, emp_id * 314, UPPER(lname)
b) emp_id, Status, emp_pi, last_name
c) Error
d) None of the mentioned
View Answer","Answer: b
Explanation: Status, emp_pi, last_name are “column aliases” and Keyword “AS” is optional."
"7. Which Keyword is used to remove duplicate rows in the result set?
a) DISTINCTS
b) MODIFY
c) DISTINCT
d) All of the mentioned
View Answer","Answer: a
Explanation: None."
"8. If in Table “account”, a column “cust_id” consists of {1,2,2,3,3,5,6,7,8,8} then what will be the output on executing the following MySQL statement?a) {1, 2, 2, 3, 3, 5, 6, 7, 8, 8}
b) {1, 2, 3, 5, 6, 7, 8}
c) { }
d) None of the mentioned
View Answer","Answer: b
Explanation: DISTINICT keyword will remove the duplicate entries in the result set."
"9. If in Table “employee”, a column “emp_id” consists of {1,2,2,3,3,5,6,7,8,8} then what will be the output on executing the following MySQL statement?a) {1,2,2,3,3,5,6,7,8,8}
b) {1,2,3,5,6,7,8}
c) { }
d) None of the mentioned
View Answer","Answer: b
Explanation: DISTINICT keyword will remove the duplicate entries in the result set."
"10. Which among the following is an optional Keyword?
a) DISTINICTS
b) ALL
c) AS
d) Both AS and ALL
View Answer","Answer: d
Explanation: “AS” and “ALL” are optional."
"1. How can we define the clause “FROM” in Mysql?
a) It defines the tables used by a query
b) It defines the linking of tables in Mysql
c) It defines the tables used by a query & linking of tables in Mysql
d) None of the mentioned
View Answer","Answer: c
Explanation: None."
"2. Which of the following table exist in Mysql?
a) Permanent Tables
b) Virtual tables
c) Temporary tables
d) All of the mentioned
View Answer","Answer: d
Explanation: Depends on the query."
"3. “CREATE TABLE …” command is used to create which type of table in Mysql?
a) Permanent Tables
b) Virtual tables
c) Temporary tables
d) All of the mentioned
View Answer","Answer: a
Explanation: CREATE table is used to create permanent tables in database."
"4. “CREATE VIEW …” command is used to create which type of table in Mysql?
a) Permanent Tables
b) Virtual tables
c) Temporary tables
d) All of the mentioned
View Answer","Answer: b
Explanation: CREATE VIEW is used to create virtual tables."
"5. What is the meaning of “Temporary Tables” in Mysql?
a) Rows returned by sub query
b) Permanent tables
c) Virtual tables
d) All of the mentioned
View Answer","Answer: a
Explanation: “Temporary Tables” are output format of any query on Mysql."
"6. “SELECT” clause cannot be used without which clause in Mysql?
a) FROM
b) WHERE
c) ORDER BY
d) All of the mentioned
View Answer","Answer: a
Explanation: “FROM” clause is necessary to point out tables in the database."
"7. Which of the following statements is/are correct with respect to “VIEW”?
a) “VIEW”  is a query that stored in the data dictionary
b) There is no data associated with “VIEW”
c) “VIEW” creates virtual tables in Database
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
"8. Find the missing clause from the following SQL statement?a) FROM
b) WHERE
c) SELECT
d) None of the mentioned
View Answer","Answer: a
Explanation: “CREATE VIEW” cannot be used without “FROM” clause."
"9. In the following MySQL query, “person_1” belongs to which category of table in MySQL?a) Permanent Tables
b) Virtual tables
c) Temporary tables
d) None of the mentioned
View Answer","Answer: b
Explanation: “CREATE VIEW” creates “Virtual tables” only."
"10. Which command is used to create “Temporary tables” in MySQL?
a) CREATE TABLE;
b) CREATE VIEW
c) Both CREATE TABLE; and CREATE VIEW
d) None of the mentioned
View Answer","Answer: d
Explanation: “Temporary Tables” are output format of any query."
"1. What is the use of “VIEW” in Mysql?
a) To hide columns from the users
b) To hide the complexity of the database
c) To simplify complexity of database design
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
"2. Is there any error in the following MySQL statement?a) NO
b) YES
c) DEPEND
d) None of the mentioned
View Answer","Answer: a
Explanation: There will be no error in the query, as table name “employee” is replaced by ‘e’ and table name “department” is replaced by‘d’."
"3. Is there any error in the following MySQL statement?a) NO
b) YES
c) DEPEND
d) None of the mentioned
View Answer","Answer: a
Explanation: There will be no error in the query, as table name “employee” is replaced by ‘e’ and table name “department” is replaced by ‘d’ by using  “AS” keyword."
"4. What will be the output of the following MySQL statement “true AND Null”?
a) True
b) Null
c) Depend
d) None of the mentioned
View Answer","Answer: b
Explanation: None."
"5. What will be the output of the following MySQL statement “false AND Null”?
a) False
b) Null
c) Depend
d) None of the mentioned
View Answer","Answer: b
Explanation: None."
"6. What will be the output of the following MySQL statement “Null AND Null”?
a) True
b) Null
c) False
d) None of the mentioned
View Answer","Answer: b
Explanation: None."
"7. What will be the output of the following MySQL statement “true OR Null”?
a) True
b) Null
c) False
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"8. What will be the output of the following MySQL statement “false OR Null”?
a) True
b) Null
c) False
d) None of the mentioned
View Answer","Answer: b
Explanation: None."
"9. What will be the output of the following MySQL statement “Null OR Null”?
a) True
b) Null
c) False
d) None of the mentioned
View Answer","Answer: b
Explanation: None."
"10. What will be the output of the following MySQL statement “NOT (Null)”?
a) True
b) Null
c) False
d) None of the mentioned
View Answer","Answer: b
Explanation: None."
"1. What is the meaning of the “WHERE” clause in Mysql?
a) Filtering out unwanted rows from result set
b) Filtering out unwanted columns from result set
c) Filtering out unwanted rows and columns from result set
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"2. What will be the output of the following MySQL command?a) All columns and rows belong to table employee
b) All columns but only those rows which contain ‘HEAD TELLER’ as a “title”
c) All columns don’t belong to table employee
d) None of the mentioned
View Answer","Answer: b
Explanation: “WHERE” clause is used to filter out unwanted rows therefore in above query only those rows will be selected which contain title as ‘HEAD TELLER’."
"3. What will be the output of the following MySQL command?a) All columns and rows belong to table employee
b) All columns but only those rows which contain ‘HEAD TELLER’ as a “title” and 2013-01-24 as a “start_date”
c)  All rows belong to table employee
d) None of the mentioned
View Answer","Answer: b
Explanation: “WHERE” clause is used to filter out unwanted rows therefore in above query only those rows will be selected which contain title as ‘HEAD TELLER’ and start_date  2013-01-24."
"4. What will be the output of the following MySQL command?a) All columns and rows belong to table employee
b) All columns but only those rows which contain ‘HEAD TELLER’ as a “title” or 2013-01-24 as a “start_date”
c)  All rows belong to table employee
d) None of the mentioned
View Answer","Answer: b
Explanation: “WHERE” clause is used to filter out unwanted rows therefore in above query only those rows will be selected which contain title as ‘HEAD TELLER’ or start_date  2013-01-24."
"5. What will be the output of the following MySQL command?a) All columns and rows belong to table employee
b) All columns but only those rows which contain ‘HEAD TELLER’ as a “title” and start_date are greater than 2013-01-24
c)  All rows belong to table employee
d) None of the mentioned
View Answer","Answer: b
Explanation: “WHERE” clause is used to filter out unwanted rows therefore in above query only those rows will be selected which contain title as ‘HEAD TELLER’ and start_date is greater than 2013-01-24."
"6. What will be the output of the following MySQL command?a) All columns and rows belong to table employee
b) All columns but only those rows which contain ‘HEAD TELLER’ as a “title” OR start_date are greater than 2013-01-24
c) All rows belong to table employee
d) None of the mentioned
View Answer","Answer: b
Explanation: “WHERE” clause is used to filter out unwanted rows therefore in above query only those rows will be selected which contain title as ‘HEAD TELLER’ OR start_date is greater than 2013-01-24."
"7. What will be the output of the following MySQL command?a) All columns
b) Only those columns which are mention with “SELECT” clause
c)  Columns mention with “SELECT” clause and only those rows which contain ‘HEAD TELLER’ as a “title”
d) None of the mentioned
View Answer","Answer: c
Explanation: “WHERE” clause is used to filter out unwanted rows and “SELECT” clause is used to select columns from table."
"8. What will be the output of the following MySQL command?a) All columns
b) Only those columns which are mention with “SELECT” clause
c)  Columns mention with “SELECT” clause and only those rows which contain ‘HEAD TELLER’ as a “title” and start_date as 2008-11-24
d) None of the mentioned
View Answer","Answer: c
Explanation: “WHERE” clause is used to filter out unwanted rows and “SELECT” clause is used to select columns from table."
"9. What will be the output of the following MySQL command?a) All columns
b) Only those columns which are mention with “SELECT” clause
c) Columns mention with “SELECT” clause and only those rows which contain ‘HEAD TELLER’ as a “title” and start_date>2008-11-23
d) None of the mentioned
View Answer","Answer: c
Explanation: None."
"1. What is the meaning of “GROUP BY” clause in Mysql?
a) Group data by column values
b) Group data by row values
c) Group data by column and row values
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"2. Which clause is similar to “HAVING” clause in Mysql?
a) SELECT
b) WHERE
c) FROM
d) None of the mentioned
View Answer","Answer: b
Explanation: “WHERE” is also used to filter the row values in Mysql."
"3. What is the meaning of “HAVING” clause in Mysql?
a) To filter out the row values
b) To filter out the column values
c) To filter out the row and column values
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"4. “COUNT” keyword belongs to which categories in Mysql?
a) Aggregate functions
b) Operators
c) Clauses
d) All of the mentioned
View Answer","Answer: a
Explanation: None."
"5. Which among the following belongs to an “aggregate function”?
a) COUNT
b) UPPER
c) LOWER
d) All of the mentioned
View Answer","Answer: a
Explanation: None."
"6. Which of the following belongs to an “aggregate function”?
a) COUNT
b) SUM/AVG
c) MIN/MAX
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
"7. Which clause is used with an “aggregate functions”?
a) GROUP BY
b) SELECT
c) WHERE
d) Both GROUP BY and WHERE
View Answer","Answer: a
Explanation: “GROUP BY” is used with aggregate functions."
"8. What is the significance of the statement “GROUP BY d.name” in the following MySQL statement?a) Aggregation of the field “name” of both table
b) Aggregation of the field “name” of table “department”
c) Sorting of the field “name”
d) None of the mentioned
View Answer","Answer: b
Explanation: “GROUP BY” clause s used for aggregation of field."
"9. What is the significance of the statement “HAVING COUNT (emp_id)>2” in the following MySQL statement?a) Filter out all rows whose total emp_id below 2
b) Selecting those rows whose total emp_id>2
c) Filter out all rows whose total emp_id below 2 & Selecting those rows whose total emp_id>2
d) None of the mentioned
View Answer","Answer: c
Explanation: “HAVING” clause are worked similar as “WHERE” clause."
"1. Is “GROUP BY” clause is similar to “ORDER BY” clause?
a) Yes
b) No
c) Depends
d) None of the mentioned
View Answer","Answer: b
Explanation: “ORDER BY” clause is used for sorting while “GROUP BY” clause is used for aggregation of fields."
"2. What is the meaning of “ORDER BY” clause in Mysql?
a) Sorting your result set using column data
b) Aggregation of fields
c) Sorting your result set using row data
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"3. What is the significance of “ORDER BY” in the following MySQL statement?a) Data of emp_id will be sorted
b) Data of emp_id will be sorted in descending order
c) Data of emp_id will be sorted in ascending order
d) All of the mentioned
View Answer","Answer: a
Explanation: Sorting in ascending or descending order depends on keyword “DESC” and “ASC”."
"4. What will be the order of sorting in the following MySQL statement?a) Sorting {emp_id, emp_name}
b) Sorting {emp_name, emp_id}
c) Sorting (emp_id} but not emp_name
d) None of the mentioned
View Answer","Answer: a
Explanation: In the query, first “emp_id” will be sorted then emp_name with respect to emp_id."
"5. If  emp_id contain the following set {9, 7, 6, 4, 3, 1, 2}, what will be the output on execution of the following MySQL statement?a) {1, 2, 3, 4, 6, 7, 9}
b) {2, 1, 4, 3, 7, 9, 6}
c) {9, 7, 6, 4, 3, 1, 2}
d) None of the mentioned
View Answer","Answer: a
Explanation: “ORDER BY” clause sort the emp_id in the result set."
"6. If emp_id contain the following set {1, 2, 3, 4, 1, 1}, what will be the output on execution of the following MySQL statement?a) {1, 1, 1, 2, 3, 4}
b) {1, 2, 3, 4, 1, 1}
c) {1, 1, 2, 3, 4, 1}
d) None of the mentioned
View Answer","Answer: a
Explanation: “ORDER BY” clause sort the emp_id in the result set."
"7. If emp_id contain the following set {1, 2, 2, 3, 3, 1}, what will be the output on execution of the following MySQL statement?a) {1, 1, 2, 2, 3, 3}
b) {1, 2, 3, 3, 2, 1}
c) {2, 2, 1, 1, 3, 3}
d) None of the mentioned
View Answer","Answer: a
Explanation: “ORDER BY” clause sort the emp_id in the result set."
"8. If emp_id contain the following set {-1, -2, 2, 3, -3, 1}, what will be the output on execution of the following MySQL statement?a) {-3, -2, -1, 1, 2, 3}
b) {-1, 1, -2, 2, -3, 3}
c) {1, 2, 3, -1, -2, -3}
d) None of the mentioned
View Answer","Answer: a
Explanation: “ORDER BY” clause sort the emp_id in the result set."
"9. Which keyword is used for sorting the data in descending order in Mysql?
a) DESC
b) ASC
c) ALTER
d) MODIFY
View Answer","Answer: a
Explanation: None."
"10. Which keyword is used for sorting the data in ascending order in Mysql?
a) DESC
b) ASC
c) ALTER
d) MODIFY
View Answer","Answer: b
Explanation: None."
"1. Keyword “ASC” and “DESC” cannot be used without which clause in Mysql?
a) ORDER BY
b) GROUP BY
c) SELECT
d) HAVING
View Answer","Answer: a
Explanation: “ASC” or “DESC” are used to sort the result set in ascending or descending order therefore they cannot be used without “ORDER BY” clause."
"2. What is the significance of “ORDER BY emp_id DESC” in the following MySQL command?a) Data of emp_id will be sorted in descending order
b) Data of emp_id will be sorted in ascending order
c) Data of emp_id will be sorted in either ascending or descending order
d) All of the mentioned
View Answer","Answer: a
Explanation: Keyword “DESC” will sort the data in descending order."
"3. What is the significance of “ORDER BY emp_id ASC” in the following MySQL command?a) Data of emp_id will be sorted in descending order
b) Data of emp_id will be sorted in ascending order
c) Data of emp_id will be sorted in either ascending or descending order
d) All of the mentioned
View Answer","Answer: b
Explanation: Keyword “ASC” will sort the data in ascending order."
"4. If emp_id contain the following set {9, 7, 6, 4, 3, 1, 2}, what will be the output on execution of the following MySQL command?a) {9, 7, 6, 4, 3, 1, 2}
b) {1, 2, 3, 4, 6, 7, 9}
c) {2, 1, 3, 4, 6, 7, 9}
d) None of the mentioned
View Answer","Answer: a
Explanation: “DESC” clause sort the emp_id in the descending order."
"5. If emp_id contain the following set {9, 7, 6, 4, 3, 1, 2}, what will be the output on execution of the following MySQL command?a) {9, 7, 6, 4, 3, 1, 2}
b) {1, 2, 3, 4, 6, 7, 9}
c) {2, 1, 3, 4, 6, 7, 9}
d) None of the mentioned
View Answer","Answer: b
Explanation: “ASC” clause sort the emp_id in the ascending order."
"6. Find odd one out?
a) GROUP BY
b) DESC
c) ASC
d) ORDER BY
View Answer","Answer: a
Explanation: “ORDER BY”, “DESC”, “ASC” are related to sorting whereas “GROUP BY” is not related to sorting."
"7. Is there any error in the following MySQL command?a) Yes
b) No error
c) Depends
d) None of the mentioned
View Answer","Answer: b
Explanation: “ORDER BY” clause can be used with expression such as fed_id, which is a social security no like 111, 111, 111, therefore, we sort it taking only three digits from right."
"8. Is there any error in the following MySQL command?a) Yes
b) No error
c) Depends
d) None of the mentioned
View Answer","Answer: b
Explanation: “ORDER BY” clause can be used with an expression such as fed_id which is a social security no like 111, 111, 111, therefore, we sort it taking only three digits from left."
"9. Is there any error in the following MySQL command?a) Yes
b) No
c) Depends
d) None of the mentioned
View Answer","Answer: b
Explanation: “ORDER BY” clause can be used with Place holders.  Here “2” represent column “title” and “5” represent “fed_id”. Therefore it looks like “ORDER BY title, fed_id”."
"1. Which of the following operators is/are used in “Condition Evaluation”?
a) AND
b) OR
c) NOT
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
"2. Which of the following statements is/are correct?
a) True AND true =true
b) True AND false= false
c) False AND false= false
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
"3. Which of the following statements is/are correct?
a) True OR true =true
b) True OR false= true
c) False OR false= false
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
"4. Which of the following statements is/are correct?
a) NOT(true)=false
b) NOT(false)=true
c) Both NOT(true)=false and NOT(false)=true
d) None of the mentioned
View Answer","Answer: c
Explanation: None."
"5. Which of the following statements is/are correct?
a) NOT(true AND true) =false
b) NOT(false AND false)=true
c) NOT (true AND false)= true
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
"6. Which of the following statements is/are correct?
a) NOT(true OR true) = false
b) NOT(false OR false)= true
c) NOT (true OR false)= false
d) All of the mentioned
View Answer","Answer: d
Explanation: None."
"7. What will be the result of the following MySQL command?a) Only tellers who began working for the bank prior to 2007 will be included
b) Any employee who is either not a teller or began working for the bank in 2007 or later will be removed from consideration
c) Only tellers who began working for the bank prior to 2007 will not be included
d) None of the mentioned
View Answer","Answer: a
Explanation: The operator “AND” will evaluate only those sets which satisfy both side."
"8. What will be the result of the following MySQL command?a) The employee is a teller and was employed prior to 2007
b) The employee is a teller and was employed after January 1, 2007
c) The employee is something other than a teller but was employed prior to 2007
d) All of the mentioned
View Answer","Answer: d
Explanation: The operator “OR” will evaluate all result which satisfies either side of the query."
"9. What will be the result of the following MySQL command?a) Only those rows will be selected whose” end_date” should be NULL
b) Only those rows are selected whose “TITLE” should be ‘teller’
c) Only those employee will be selected who joined the organisation prior to 2007
d) All of the mentioned
View Answer","Answer: a
Explanation: None."
"10. What will be the result of the following MySQL command?a) The result set contains non terminated employees who both are non tellers and started working for the bank from 2007 or later
b) The result set contains employees who both are tellers and started working for the bank in 2007 or later
c) The result set contains employees who are only tellers
d) All of the mentioned
View Answer","Answer: a
Explanation: None."
"1. Select odd one out?
a) Equality Conditions
b) Inequality Conditions
c) Range condition
d) Between
View Answer","Answer: d
Explanation: “Between” is an operator while others are conditions types."
"2. The following MySQL query belongs to which condition types?a) Equality condition
b) Inequality condition
c) Range condition
d) All of the mentioned
View Answer","Answer: a
Explanation: In the following query column equate to the string value."
"3. The following MySQL statement belongs to which condition types?a) Equality condition
b) Inequality condition
c) Range condition
d) All of the mentioned
View Answer","Answer: a
Explanation: In the following query column equate to the string value."
"4. The following MySQL statement belongs to which condition types?a) Equality condition
b) Inequality condition
c) Range condition
d) All of the mentioned
View Answer","Answer: a
Explanation: In the following query column equate to the value returned by subquery."
"5. Is the following MySQL statement belongs to the “Equality condition”?a) Yes
b) No
c) Depends
d) None of the mentioned
View Answer","Answer: a
Explanation: In the following query there are two equality conditions “ON” and “WHERE”."
"6. What is the meaning of “Equality Conditions”?
a) Equal to
b) Not equal to
c) Both Equal to and Not equal to
d) None of the mentioned
View Answer","Answer:a
Explanation: None."
"7. What is the meaning of “Inequality Condition”?
a) Not equal to
b) Equal to
c) Both Not equal to and Equal to
d) None of the mentioned
View Answer","Answer: a
Explanation: None."
"8. Does the following MySQL statement belong to the “Inequality condition”?a) Yes
b) No
c) Depends
d) None of the mentioned
View Answer","Answer: a
Explanation: In the following query operator “<>” are inequality operator."
"9. Does the following MySQL statement belong to the “Inequality condition”?a) Yes
b) No
c) Depends
d) None of the mentioned
View Answer","Answer: a
Explanation: In the following query operator “!=” are inequality operator."
"1. What is the meaning of “Range Conditions”?
a) Expression is equal to Expression
b) Expression is not equal to Expression
c) Expression fall under certain range
d) None of the mentioned
View Answer","Answer: c
Explanation: None."
"2. Which among the following data types can be used with “Range Condition”?
a) Numeric data type
b) Temporal data type
c) String data type
d) Both Numeric and Temporal data type
View Answer","Answer: d
Explanation: None."
"3. The following MySQL statement belongs to which “Condition Types”?a) Equality conditions
b) Inequality condition
c) Range condition
d) None of the mentioned
View Answer","Answer: c
Explanation: In the following query expression fall under certain ranges."
"4. What will be the output of the following MySQL statement?a) All employees details between 2007 and 2008
b) All employees details before 2008
c) All employees details from 2007 to 2008
d) None of the mentioned
View Answer","Answer: a
Explanation: “BETWEEN” operator is used for upper – upper limit."
